['agama', 0.8343351485804105]
['mengerjakannya', 0.8594862874229509]
['mengganggu', 0.8736055136829092]
['menggangguku', 0.8545345333145079]
['menggembalakan', 0.8817891079246825]
['menggerak-gerakkan', 0.8817891079246825]
['menggerakkan', 0.8817891079246825]
['menghadap', 0.809673428702314]
['menghadapkan', 0.8817891079246825]
['menghadaplah', 0.8842398331231328]
['menghadiri', 0.8545345333145079]
['menghafalkan', 0.8817891079246825]
['menghalangi', 0.8546107414847437]
['menghapuskan', 0.8736055136829092]
['mengharamkan', 0.8817891079246825]
['mengharap', 0.8545345333145079]
['menghentikannya', 0.8736055136829092]
['menghilang', 0.893807175776878]
['menghina', 0.893807175776878]
['menghukumnya', 0.893807175776878]
['menghuni', 0.8736055136829092]
['mengidzinkan', 0.8736055136829092]
['mengidzinkanku', 0.8736055136829092]
['mengikuti', 0.8343351485804105]
['mengimami', 0.8221507203319027]
['mengingkari', 0.825893813370035]
['mengingkarinya', 0.8545345333145079]
['mengkhawatirkan', 0.8842398331231328]
['mengorbankan', 0.8736055136829092]
['menguasai', 0.8817891079246825]
['menguji', 0.8842398331231328]
['mengulangi', 0.8375623144315429]
['mengulanginya', 0.8736055136829092]
['mengumandangkan', 0.7826007994330043]
['mengumpulkan', 0.8708443455089776]
['mengumpulkannya', 0.8817891079246825]
['mengunci', 0.8842398331231328]
['mengundang', 0.8842398331231328]
['mengungkapkannya', 0.8736055136829092]
['mengunjungi', 0.8842398331231328]
['menguraikan', 0.8842398331231328]
['mengurangi', 0.8736055136829092]
['mengurus', 0.8736055136829092]
['mengusap', 0.8817891079246825]
['mengusir', 0.8842398331231328]
['mengutus', 0.825893813370035]
['mengutusmu', 0.8736055136829092]
['menikahinya', 0.8736055136829092]
['menikmati', 0.8736055136829092]
['menikmatinya', 0.8736055136829092]
['meninggal', 0.8817891079246825]
['meninggalkan', 0.8701206068631746]
['meninggi', 0.893807175776878]
['menjadikan', 0.8821386747153701]
['menjadikannya', 0.8736055136829092]
['menjaga', 0.8736055136829092]
['menjauh', 0.8736055136829092]
['menjauhi', 0.8234430881715846]
['menjawabmu', 0.8736055136829092]
['menjelang', 0.8736055136829092]
['menjenguk', 0.8736055136829092]
['mensucikannya', 0.8736055136829092]
['mentah', 0.8817891079246825]
['menulis', 0.8736055136829092]
['menumpahkan', 0.8736055136829092]
['menunaikan', 0.8343351485804105]
['menunda', 0.8817891079246825]
['menuntaskan', 0.8545345333145079]
['menuntaskannya', 0.8842398331231328]
['menurutku', 0.8545345333145079]
['menutup', 0.8545345333145079]
['menutupi', 0.848541525007246]
['menutupinya', 0.893807175776878]
['menutupnya', 0.8736055136829092]
['menyadari', 0.8736055136829092]
['menyaksikan', 0.8221507203319027]
['menyambar', 0.8736055136829092]
['menyampaikannya', 0.8736055136829092]
['menyandarkan', 0.8736055136829092]
['menyantap', 0.8736055136829092]
['menyebabkan', 0.8545345333145079]
['menyebut-nyebut', 0.8736055136829092]
['menyegerakan', 0.8736055136829092]
['menyekutukan', 0.893807175776878]
['menyelamatkan', 0.8817891079246825]
['menyelesaikan', 0.8842398331231328]
['menyelimutkan', 0.8736055136829092]
['menyelisihnya', 0.8842398331231328]
['menyembelih', 0.748671551924313]
['menyembelihnya', 0.8736055136829092]
['menyempurnakan', 0.8619370126214012]
['menyengat', 0.8375623144315429]
['menyentuh', 0.893807175776878]
['menyetujui', 0.8842398331231328]
['menyisirnya', 0.8842398331231328]
['menyukai', 0.8736055136829092]
['menyuruh', 0.8736055136829092]
['menyusahkan', 0.8736055136829092]
['merah', 0.8545345333145079]
['merampungkan', 0.8842398331231328]
['merapatkan', 0.8736055136829092]
['merasakan', 0.8545345333145079]
['mereda', 0.8545345333145079]
['meriwayatkan', 0.8817891079246825]
['merndengar', 0.8736055136829092]
['mewajibkan', 0.8545345333145079]
['milik', 0.7807298798932444]
['miliknya', 0.8736055136829092]
['mimbar', 0.8736055136829092]
['minum', 0.820659924716677]
['minumlah', 0.8375623144315429]
['minyak', 0.8404153070545496]
['miskin', 0.8736055136829092]
['muadzin', 0.8221507203319027]
['muakkad', 0.8736055136829092]
['muda', 0.8817891079246825]
['mudah', 0.8545345333145079]
['mudik', 0.8736055136829092]
['muhajir', 0.8817891079246825]
['muka', 0.8817891079246825]
['mukanya', 0.8545345333145079]
['mukim', 0.8736055136829092]
['mulailah', 0.8736055136829092]
['muntaha', 0.8736055136829092]
['murtad', 0.8736055136829092]
['mushibah', 0.8817891079246825]
['musim', 0.8736055136829092]
['muslim', 0.8205872834665086]
['muslimin', 0.8080314940719444]
['musuhku', 0.8736055136829092]
['musyrikin', 0.8736055136829092]
['mutiara', 0.8736055136829092]
['nabi-mu', 0.8817891079246825]
['nabi-nabi', 0.8736055136829092]
['nabinya', 0.8736055136829092]
['nafas', 0.8736055136829092]
['nama', 0.8545345333145079]
['namaku', 0.8817891079246825]
['nampak', 0.8375623144315429]
['nashara', 0.8736055136829092]
['nashrani', 0.8842398331231328]
['nasihat', 0.8736055136829092]
['negeri', 0.8701206068631746]
['nenek', 0.8736055136829092]
['neraka', 0.768481573173046]
['nikmat-nikmat', 0.8736055136829092]
['niscaya', 0.8736055136829092]
['niyatkan', 0.8736055136829092]
['nujum', 0.8842398331231328]
['orang-orang', 0.6582229242946627]
['pagi', 0.8736055136829092]
['pahala', 0.7963142943853294]
['pahalanya', 0.893807175776878]
['paham', 0.8736055136829092]
['pakaian', 0.7618854090452591]
['pakaiannya', 0.8594862874229509]
['panah', 0.8736055136829092]
['panahmu', 0.8914258629147468]
['panahnya', 0.8736055136829092]
['panas', 0.8221507203319027]
['panasnya', 0.8736055136829092]
['pandai', 0.8817891079246825]
['pandangan', 0.8736055136829092]
['panggilan', 0.8545345333145079]
['panggilanmu', 0.8736055136829092]
['panggilannya', 0.8736055136829092]
['pasar', 0.8736055136829092]
['pasir', 0.8736055136829092]
['pasrahkan', 0.8817891079246825]
['patut', 0.8736055136829092]
['pekerjaan', 0.8736055136829092]
['pelajaran', 0.8375623144315429]
['pelaksanaan', 0.8594862874229509]
['pemahaman', 0.8594862874229509]
['pemandangan', 0.8736055136829092]
['pemberian', 0.8545345333145079]
['pembesar', 0.8842398331231328]
['pemilik', 0.8736055136829092]
['pemiliknya', 0.8736055136829092]
['pendapat', 0.8428660322529999]
['pendek', 0.8736055136829092]
['pendeta', 0.8842398331231328]
['penduduk', 0.8842398331231328]
['pengagungan', 0.8817891079246825]
['pengajaran', 0.8736055136829092]
['pengembala', 0.8736055136829092]
['pengganti', 0.8545345333145079]
['penggembala', 0.8817891079246825]
['penghormatan', 0.8817891079246825]
['penghuninya', 0.8594862874229509]
['pengikatnya', 0.8736055136829092]
['penglihatan', 0.8736055136829092]
['penguasa', 0.8842398331231328]
['penjaga', 0.8736055136829092]
['penjaganya', 0.8736055136829092]
['penjelasan', 0.8736055136829092]
['penjelasannya', 0.8817891079246825]
['penuh', 0.8545345333145079]
['penuhi', 0.8736055136829092]
['penuhilah', 0.8736055136829092]
['penutup', 0.8221507203319027]
['penyakit', 0.8842398331231328]
['penyembelihan', 0.8619370126214012]
['penyembelihannya', 0.8736055136829092]
['peperangan', 0.8736055136829092]
['pepohonan', 0.8736055136829092]
['perang', 0.8534061289488117]
['perangnya', 0.8842398331231328]
['perasaan', 0.8478177863614429]
['perawi', 0.8736055136829092]
['perbedaan', 0.8545345333145079]
['perbendaharaan', 0.8736055136829092]
['perbuatan', 0.8736055136829092]
['perbuatan-perbuatan', 0.8736055136829092]
['percaya', 0.8842398331231328]
['percikkan', 0.8736055136829092]
['perdagangan', 0.8817891079246825]
['perempuan-nya', 0.8736055136829092]
['pergi', 0.8059303356641817]
['pergilah', 0.8736055136829092]
['pergunakanlah', 0.8545345333145079]
['perhiasan', 0.8736055136829092]
['perhitungan', 0.8736055136829092]
['perihal', 0.8619370126214012]
['periksa', 0.8842398331231328]
['perintah', 0.8736055136829092]
['perintahkan', 0.8173629296974454]
['perintahkannya', 0.8842398331231328]
['peristiwa', 0.8736055136829092]
['periuk', 0.8736055136829092]
['perjalanan', 0.7854182305947317]
['perjalanannya', 0.8842398331231328]
['perkampungan', 0.8817891079246825]
['perkara', 0.7584293367513841]
['perkara-perkara', 0.8796879495169196]
['perkataan', 0.8619370126214012]
['perkataannya', 0.8736055136829092]
['perlindungan', 0.8594862874229509]
['perlindungan-nya', 0.8817891079246825]
['permasalahan', 0.8736055136829092]
['permintaan', 0.8736055136829092]
['permulaan', 0.8736055136829092]
['persaksian', 0.8534061289488117]
['persekutukan', 0.8842398331231328]
['perselisihan', 0.8842398331231328]
['persoalanmu', 0.8736055136829092]
['persyaratanku', 0.8736055136829092]
['perubahan', 0.8736055136829092]
['perutnya', 0.8736055136829092]
['petang', 0.8736055136829092]
['petunjuk', 0.8842398331231328]
['pikuk', 0.8842398331231328]
['pimpin', 0.8736055136829092]
['pindah', 0.893807175776878]
['pinggir', 0.8817891079246825]
['pintu', 0.8842398331231328]
['pohon', 0.8619610843366414]
['polos', 0.8736055136829092]
['posisi', 0.8343351485804105]
['puasa', 0.8545345333145079]
['puji', 0.8736055136829092]
['pujian', 0.7948491061532027]
['pulang', 0.8545345333145079]
['puluh', 0.8375623144315429]
['pundak', 0.8736055136829092]
['pundaknya', 0.8594862874229509]
['punggungku', 0.8234430881715846]
['purnama', 0.8619370126214012]
['puteri-puteri', 0.8736055136829092]
['putra', 0.8545345333145079]
['putus', 0.8842398331231328]
['qasim', 0.8736055136829092]
['qodar', 0.8545345333145079]
['quran', 0.8404153070545496]
['rabb-ku', 0.8736055136829092]
['rabb-mu', 0.8736055136829092]
['rabbmu', 0.825893813370035]
['rabbnya', 0.8419346333300108]
['radhiyallahuanhu', 0.8817891079246825]
['radhiyallahuanhuma', 0.8817891079246825]
['ragu', 0.8545345333145079]
['raja', 0.8701206068631746]
['rakyat', 0.8842398331231328]
['ramadan', 0.8842398331231328]
['ramadlan', 0.8842398331231328]
['ramawi', 0.8736055136829092]
['rambut', 0.8206394199215041]
['rambutnya', 0.8817891079246825]
['rampasan', 0.8534061289488117]
['rapatkanlah', 0.8736055136829092]
['rasakan', 0.8736055136829092]
['rasul', 0.8736055136829092]
['rasul-mu', 0.8817891079246825]
['rasul-nya', 0.8032437034374872]
['rasulullah', 0.587108681661991]
['ratus', 0.8736055136829092]
['raya', 0.7948491061532027]
['redaksi', 0.8736055136829092]
['remaja', 0.8221507203319027]
['rerumputan', 0.8736055136829092]
['ribut', 0.8842398331231328]
['rida', 0.8736055136829092]
['ridla', 0.8736055136829092]
['ringan', 0.8545345333145079]
['risau', 0.8842398331231328]
['riwayat', 0.8736055136829092]
['riwayatkan', 0.8842398331231328]
['rizkikan', 0.8736055136829092]
['rombongan', 0.8736055136829092]
['ruh-ruh', 0.8736055136829092]
['rukuk', 0.7385037100995411]
['rukuklah', 0.7594580769176498]
['rumah', 0.7927479477454399]
['rumah-rumah', 0.8842398331231328]
['rumahku', 0.8545345333145079]
['rumahnya', 0.8375623144315429]
['rusak', 0.8817891079246825]
['rusaklah', 0.8817891079246825]
['rutin', 0.8842398331231328]
['sabda', 0.8736055136829092]
['sabdanya', 0.8736055136829092]
['safar', 0.8736055136829092]
['sahabat', 0.7829188067711741]
['sahabatnya', 0.8619370126214012]
['sahaya', 0.8736055136829092]
['sakit', 0.8736055136829092]
['sakitnya', 0.8736055136829092]
['saksikanlah', 0.8842398331231328]
['saku', 0.8736055136829092]
['samar', 0.8817891079246825]
['samping', 0.8842398331231328]
['sandal', 0.8594862874229509]
['sandarkan', 0.8817891079246825]
['sanggup', 0.8736055136829092]
['sanggupi', 0.8842398331231328]
['sapi', 0.8736055136829092]
['satu-satunya', 0.8842398331231328]
['saudara', 0.8545345333145079]
['saudara-saudara', 0.893807175776878]
['saudaraku', 0.8842398331231328]
['saudaramu', 0.8736055136829092]
['saudaranya', 0.893807175776878]
['sayuran', 0.8736055136829092]
['seakan', 0.8221507203319027]
['seandainya', 0.8375623144315429]
['sebatang', 0.8594862874229509]
['sebatas', 0.8736055136829092]
['sebelah', 0.8309146961838827]
['sebelumku', 0.8736055136829092]
['sebelummu', 0.8736055136829092]
['sebulan', 0.8736055136829092]
['sedekah', 0.8545345333145079]
['sedikitpun', 0.8375623144315429]
['seekor', 0.8545345333145079]
['seember', 0.8736055136829092]
['segeralah', 0.8545345333145079]
['segumpal', 0.8817891079246825]
['sehari', 0.8736055136829092]
['seimbanglah', 0.8757089494505432]
['sekedar', 0.8842398331231328]
['sekelompok', 0.8736055136829092]
['selagi', 0.8842398331231328]
['selainmu', 0.8736055136829092]
['selainnya', 0.8817891079246825]
['selamat', 0.8478177863614429]
['selembar', 0.8708443455089776]
['selendang', 0.8736055136829092]
['selesai', 0.7671708738841287]
['semalam', 0.8736055136829092]
['sembah', 0.8842398331231328]
['sembailan', 0.8736055136829092]
['sembelih', 0.8375623144315429]
['sembelihan', 0.8619370126214012]
['sembelihlah', 0.8375623144315429]
['sembilan', 0.8594862874229509]
['sembuh', 0.8736055136829092]
['semenjak', 0.8736055136829092]
['semoga', 0.7360529849010906]
['sempit', 0.8736055136829092]
['sempurnakan', 0.8736055136829092]
['sempurnakanlah', 0.8469128183801589]
['sempurnanya', 0.8842398331231328]
['senang', 0.8701206068631746]
['senantiasa', 0.8842398331231328]
['sengaja', 0.8917060173691151]
['seni', 0.8736055136829092]
['seorangpun', 0.8375623144315429]
['sepasang', 0.8817891079246825]
['sepatu', 0.8594862874229509]
['sepatunya', 0.8817891079246825]
['seperlima', 0.8757089494505432]
['sepotong', 0.8545345333145079]
['sepuluh', 0.8404153070545496]
['serahkan', 0.8817891079246825]
['seraya', 0.7963142943853294]
['serempangkan', 0.8736055136829092]
['serigala', 0.8736055136829092]
['seruan', 0.825893813370035]
['sesuai', 0.8234430881715846]
['sesuatupun', 0.8842398331231328]
['sesungguhnya', 0.5391113855622587]
['setan', 0.8736055136829092]
['setandan', 0.8736055136829092]
['setelahmu', 0.8736055136829092]
['setengahnya', 0.8545345333145079]
['setimba', 0.8736055136829092]
['shaf-shaf', 0.8736055136829092]
['shafwan', 0.8736055136829092]
['shalat', 0.5089988166929637]
['shalatku', 0.8736055136829092]
['shalatlah', 0.659628643269901]
['shalatmu', 0.8375623144315429]
['shalatnya', 0.8104822192703949]
['shalawat-nya', 0.8736055136829092]
['shalluu', 0.8736055136829092]
['shubuh', 0.7970867316562396]
['sidratul', 0.8736055136829092]
['sifat', 0.893807175776878]
['sikap', 0.8736055136829092]
['siksa', 0.8736055136829092]
['siksa-mu', 0.8817891079246825]
['sikunya', 0.8842398331231328]
['siramlah', 0.8736055136829092]
['sisa', 0.825893813370035]
['sisi', 0.8221507203319027]
['sisi-ku', 0.8736055136829092]
['sodorkanlah', 0.8736055136829092]
['statusnya', 0.8736055136829092]
['suami', 0.8404153070545496]
['suara', 0.8524333749067452]
['suara-suara', 0.8842398331231328]
['subuh', 0.8736055136829092]
['suci', 0.8221507203319027]
['sucinya', 0.8736055136829092]
['suhail', 0.8817891079246825]
['sujud', 0.6710749850606171]
['sujudlah', 0.7709322983714963]
['sujudpun', 0.8736055136829092]
['suka', 0.8736055136829092]
['sukai', 0.8594862874229509]
['sulaiman', 0.8736055136829092]
['sungguh', 0.7343940882419866]
['sunnah', 0.8234430881715846]
['surah', 0.8817891079246825]
['surat', 0.8842398331231328]
['surban', 0.8817891079246825]
['surga', 0.8375623144315429]
['susunya', 0.8736055136829092]
['syafaat', 0.8736055136829092]
['syubah', 0.8392869026888534]
['syubhat', 0.8817891079246825]
['taatlah', 0.8545345333145079]
['tabir', 0.8736055136829092]
['tahmid', 0.8736055136829092]
['tahukah', 0.8842398331231328]
['takbir', 0.7948491061532027]
['takbirlah', 0.8545345333145079]
['takbirnya', 0.8736055136829092]
['takut', 0.8594862874229509]
['tali', 0.8736055136829092]
['tanah', 0.8545345333145079]
['tanahnya', 0.8736055136829092]
['tanda-tanda', 0.7501722111610489]
['tanganku', 0.8736055136829092]
['tangannya', 0.7901977826140195]
['tanggungan', 0.8796879495169196]
['tanggungannya', 0.893807175776878]
['tanyalah', 0.8736055136829092]
['tarik', 0.8736055136829092]
['tarikan', 0.8736055136829092]
['tasbih', 0.8736055136829092]
['tasyriq', 0.8736055136829092]
['tatkala', 0.8736055136829092]
['tawanan', 0.8817891079246825]
['tebusan', 0.8817891079246825]
['tegak', 0.8545345333145079]
['telanjang', 0.8736055136829092]
['telapak', 0.8396582638349098]
['teman-temanku', 0.8842398331231328]
['temannya', 0.8545345333145079]
['tempaku', 0.8736055136829092]
['tempatnya', 0.8842398331231328]
['tenang', 0.8087444267016513]
['tengah-tengah', 0.8736055136829092]
['tepi', 0.8534061289488117]
['terabaikan', 0.8736055136829092]
['terangkan', 0.8736055136829092]
['terbaik', 0.8545345333145079]
['terbenam', 0.8443392081917205]
['terbenamnya', 0.8598358542136385]
['terbit', 0.8326707071302125]
['terbuat', 0.8736055136829092]
['terbuka', 0.8736055136829092]
['terdiam', 0.8736055136829092]
['tergesa-gesa', 0.8642374538317424]
['terhadapku', 0.8594862874229509]
['terhalang', 0.8817891079246825]
['terhempas', 0.8736055136829092]
['terhenti', 0.8842398331231328]
['terimalah', 0.8736055136829092]
['terjatuh', 0.8736055136829092]
['terjatuhlah', 0.8736055136829092]
['terkadang', 0.8842398331231328]
['terkunci', 0.8842398331231328]
['terlahir', 0.8842398331231328]
['terlewatkan', 0.8619370126214012]
['terlimpahkan', 0.8817891079246825]
['terluka', 0.8736055136829092]
['terlupa', 0.8736055136829092]
['ternaknya', 0.8817891079246825]
['terpaksa', 0.8736055136829092]
['tertawa', 0.8545345333145079]
['tertinggal', 0.8757089494505432]
['tertutup', 0.8817891079246825]
['teruskanlah', 0.8736055136829092]
['tetangga-tetangganya', 0.8736055136829092]
['tetanggaku', 0.8545345333145079]
['tetapkan', 0.8545345333145079]
['tetaplah', 0.8736055136829092]
['thawaf', 0.8221507203319027]
['thawaflah', 0.8736055136829092]
['thumaninah', 0.8736055136829092]
['tibalah', 0.8817891079246825]
['tidur', 0.8545345333145079]
['tidurlah', 0.8914258629147468]
['tidurnya', 0.8736055136829092]
['tikar', 0.8736055136829092]
['tikus', 0.8898356809251727]
['timurnya', 0.8821386747153701]
['tinggal', 0.8079827954468373]
['tinggalkan', 0.8842398331231328]
['tinggalkanlah', 0.8550964126219321]
['tinggallah', 0.8736055136829092]
['tingkatan', 0.8545345333145079]
['tua', 0.7826007994330043]
['tuan', 0.8375623144315429]
['tuannya', 0.8736055136829092]
['tubuh', 0.8817891079246825]
['tuhan', 0.8478177863614429]
['tujuan', 0.8817891079246825]
['tulang', 0.848541525007246]
['tumbuhan', 0.8736055136829092]
['tundalah', 0.8524333749067451]
['turunlah', 0.8817891079246825]
['tutupnya', 0.8736055136829092]
['ucapan', 0.825893813370035]
['ucapannya', 0.8545345333145079]
['ucapkanlah', 0.7709322983714963]
['udara', 0.8375623144315429]
['ujung', 0.855003816153057]
['ulang-ulang', 0.8817891079246825]
['ulangi', 0.8545345333145079]
['ulangilah', 0.8736055136829092]
['umatku', 0.8545345333145079]
['umatmu', 0.8736055136829092]
['ummat', 0.8428660322529999]
['ummatku', 0.8545345333145079]
['umrah', 0.8619370126214012]
['umrahku', 0.8842398331231328]
['umumkan', 0.8736055136829092]
['unta', 0.8375623144315429]
['unta-untanya', 0.8736055136829092]
['untukku', 0.8736055136829092]
['untuknya', 0.8545345333145079]
['upah', 0.8736055136829092]
['uqbah', 0.8591758444474696]
['urainah', 0.8736055136829092]
['urusan', 0.8104822192703949]
['urusanku', 0.8817891079246825]
['urusanmu', 0.8736055136829092]
['urusannya', 0.893807175776878]
['usia', 0.8545345333145079]
['uskup', 0.8842398331231328]
['utuh', 0.8842398331231328]
['utus', 0.8817891079246825]
['utusan', 0.7954580250291525]
['utusan-nya', 0.8817891079246825]
['wafat', 0.8545345333145079]
['wajah-wajah', 0.8736055136829092]
['wajahku', 0.8817891079246825]
['wajib', 0.8817891079246825]
['walid', 0.8736055136829092]
['wangi', 0.848541525007246]
['wanita', 0.672387622222525]
['wanita-wanita', 0.8221507203319027]
['warna-warni', 0.8736055136829092]
['wc', 0.8800375163076073]
['wewangian', 0.8234430881715846]
['witir', 0.8176682490620089]
['wudlu', 0.833079843161649]
['wudlunya', 0.8500520620446139]
['yahudi', 0.8619370126214012]
['yaman', 0.8817891079246825]
['yatim', 0.8736055136829092]
['zakat', 0.8343351485804105]
['zaman', 0.8736055136829092]
['zamzam', 0.8736055136829092]
['zumar', 0.8736055136829092]
