['agama', 0.7114232678629617]
['menggerak-gerakkan', 0.864727163859752]
['menggerakkan', 0.864727163859752]
['menghadap', 0.6663090964979831]
['menghadapkan', 0.864727163859752]
['menghadaplah', 0.8409123226257158]
['menghadiri', 0.8171459841351807]
['menghafalkan', 0.864727163859752]
['menghalangi', 0.7668843180857315]
['menghapuskan', 0.8591470690256049]
['mengharamkan', 0.864727163859752]
['mengharap', 0.8171459841351807]
['menghentikannya', 0.8591470690256049]
['menghilang', 0.8655737755088784]
['menghina', 0.8655737755088784]
['menghukumnya', 0.8655737755088784]
['menghuni', 0.8591470690256049]
['mengidzinkan', 0.8591470690256049]
['mengidzinkanku', 0.8591470690256049]
['mengikuti', 0.7114232678629617]
['mengimami', 0.7446806509331539]
['mengingkari', 0.7264459045332649]
['mengingkarinya', 0.8171459841351807]
['mengkhawatirkan', 0.8409123226257158]
['mengorbankan', 0.8591470690256049]
['menguasai', 0.864727163859752]
['menguji', 0.8409123226257158]
['mengulangi', 0.77934990913839]
['mengulanginya', 0.8591470690256049]
['mengumandangkan', 0.6540664460583244]
['mengumpulkan', 0.8282817656748305]
['mengumpulkannya', 0.864727163859752]
['mengunci', 0.8409123226257158]
['mengundang', 0.8409123226257158]
['mengungkapkannya', 0.8591470690256049]
['mengunjungi', 0.8409123226257158]
['menguraikan', 0.8409123226257158]
['mengurangi', 0.8591470690256049]
['mengurus', 0.8591470690256049]
['mengusap', 0.864727163859752]
['mengusir', 0.8409123226257158]
['mengutus', 0.7264459045332649]
['mengutusmu', 0.8591470690256049]
['menikahinya', 0.8591470690256049]
['menikmati', 0.8591470690256049]
['menikmatinya', 0.8591470690256049]
['meninggal', 0.864727163859752]
['meninggalkan', 0.8044669244407944]
['meninggi', 0.8655737755088784]
['menjadikan', 0.8053113625796068]
['menjadikannya', 0.8591470690256049]
['menjaga', 0.8591470690256049]
['menjauh', 0.8591470690256049]
['menjauhi', 0.7433595450904924]
['menjawabmu', 0.8591470690256049]
['menjelang', 0.8591470690256049]
['menjenguk', 0.8591470690256049]
['mensucikannya', 0.8591470690256049]
['mentah', 0.864727163859752]
['menulis', 0.8591470690256049]
['menumpahkan', 0.8591470690256049]
['menunaikan', 0.7114232678629617]
['menunda', 0.864727163859752]
['menuntaskan', 0.8171459841351807]
['menuntaskannya', 0.8409123226257158]
['menurutku', 0.8171459841351807]
['menutup', 0.8171459841351807]
['menutupi', 0.7851473736133059]
['menutupinya', 0.8655737755088784]
['menutupnya', 0.8591470690256049]
['menyadari', 0.8591470690256049]
['menyaksikan', 0.7446806509331539]
['menyambar', 0.8591470690256049]
['menyampaikannya', 0.8591470690256049]
['menyandarkan', 0.8591470690256049]
['menyantap', 0.8591470690256049]
['menyebabkan', 0.8171459841351807]
['menyebut-nyebut', 0.8591470690256049]
['menyegerakan', 0.8591470690256049]
['menyekutukan', 0.8655737755088784]
['menyelamatkan', 0.864727163859752]
['menyelesaikan', 0.8409123226257158]
['menyelimutkan', 0.8591470690256049]
['menyelisihnya', 0.8409123226257158]
['menyembelih', 0.5594855640044043]
['menyembelihnya', 0.8591470690256049]
['menyempurnakan', 0.7989112377352916]
['menyengat', 0.77934990913839]
['menyentuh', 0.8893886167429145]
['menyetujui', 0.8409123226257158]
['menyisirnya', 0.8409123226257158]
['menyukai', 0.8591470690256049]
['menyuruh', 0.8591470690256049]
['menyusahkan', 0.8591470690256049]
['merah', 0.8171459841351807]
['merampungkan', 0.8409123226257158]
['merapatkan', 0.8591470690256049]
['merasakan', 0.8171459841351807]
['mereda', 0.8171459841351807]
['meriwayatkan', 0.864727163859752]
['merndengar', 0.8591470690256049]
['mewajibkan', 0.8171459841351807]
['milik', 0.6495774743337178]
['miliknya', 0.8591470690256049]
['mimbar', 0.8591470690256049]
['minum', 0.7114232678629617]
['minumlah', 0.77934990913839]
['minyak', 0.7795916869078032]
['miskin', 0.8591470690256049]
['muadzin', 0.7446806509331539]
['muakkad', 0.8591470690256049]
['muda', 0.864727163859752]
['mudah', 0.8171459841351807]
['mudik', 0.8591470690256049]
['muhajir', 0.864727163859752]
['muka', 0.864727163859752]
['mukanya', 0.8171459841351807]
['mukim', 0.8591470690256049]
['mulailah', 0.8591470690256049]
['muntaha', 0.8591470690256049]
['murtad', 0.8591470690256049]
['mushibah', 0.864727163859752]
['musim', 0.8591470690256049]
['muslim', 0.717367432495933]
['muslimin', 0.7099365925762549]
['musuhku', 0.8591470690256049]
['musyrikin', 0.8591470690256049]
['mutiara', 0.8591470690256049]
['nabi-mu', 0.864727163859752]
['nabi-nabi', 0.8591470690256049]
['nabinya', 0.8591470690256049]
['nafas', 0.8591470690256049]
['nama', 0.8171459841351807]
['namaku', 0.864727163859752]
['nampak', 0.77934990913839]
['nashara', 0.8591470690256049]
['nashrani', 0.8409123226257158]
['nasihat', 0.8591470690256049]
['negeri', 0.8044669244407944]
['nenek', 0.8591470690256049]
['neraka', 0.6220218015623196]
['nikmat-nikmat', 0.8591470690256049]
['niscaya', 0.8591470690256049]
['niyatkan', 0.8591470690256049]
['nujum', 0.8409123226257158]
['orang-orang', 0.34751396337847273]
['pagi', 0.8591470690256049]
['pahala', 0.6641630986932695]
['pahalanya', 0.8655737755088784]
['paham', 0.8591470690256049]
['pakaian', 0.5427586338972544]
['pakaiannya', 0.8194895611110975]
['panah', 0.8591470690256049]
['panahmu', 0.8838085219087675]
['panahnya', 0.8591470690256049]
['panas', 0.7446806509331539]
['panasnya', 0.8591470690256049]
['pandai', 0.864727163859752]
['pandangan', 0.8591470690256049]
['panggilan', 0.8171459841351807]
['panggilanmu', 0.8591470690256049]
['panggilannya', 0.8591470690256049]
['pasar', 0.8591470690256049]
['pasir', 0.8591470690256049]
['pasrahkan', 0.864727163859752]
['patut', 0.8591470690256049]
['pekerjaan', 0.8591470690256049]
['pelajaran', 0.77934990913839]
['pelaksanaan', 0.8194895611110975]
['pemahaman', 0.8194895611110975]
['pemandangan', 0.8591470690256049]
['pemberian', 0.8171459841351807]
['pembesar', 0.8409123226257158]
['pemilik', 0.8591470690256049]
['pemiliknya', 0.8591470690256049]
['pendapat', 0.7611151627385009]
['pendek', 0.8591470690256049]
['pendeta', 0.8409123226257158]
['penduduk', 0.8409123226257158]
['pengagungan', 0.864727163859752]
['pengajaran', 0.8591470690256049]
['pengembala', 0.8591470690256049]
['pengganti', 0.8171459841351807]
['penggembala', 0.864727163859752]
['penghormatan', 0.864727163859752]
['penghuninya', 0.8194895611110975]
['pengikatnya', 0.8591470690256049]
['penglihatan', 0.8591470690256049]
['penguasa', 0.8409123226257158]
['penjaga', 0.8591470690256049]
['penjaganya', 0.8591470690256049]
['penjelasan', 0.8591470690256049]
['penjelasannya', 0.864727163859752]
['penuh', 0.8171459841351807]
['penuhi', 0.8591470690256049]
['penuhilah', 0.8591470690256049]
['penutup', 0.7446806509331539]
['penyakit', 0.8409123226257158]
['penyembelihan', 0.7989112377352916]
['penyembelihannya', 0.8591470690256049]
['peperangan', 0.8591470690256049]
['pepohonan', 0.8591470690256049]
['perang', 0.7460925260681978]
['perangnya', 0.8409123226257158]
['perasaan', 0.7645690502375]
['perawi', 0.8591470690256049]
['perbedaan', 0.8171459841351807]
['perbendaharaan', 0.8591470690256049]
['perbuatan', 0.8591470690256049]
['perbuatan-perbuatan', 0.8591470690256049]
['percaya', 0.8409123226257158]
['percikkan', 0.8591470690256049]
['perdagangan', 0.864727163859752]
['perempuan-nya', 0.8591470690256049]
['pergi', 0.6949139559059517]
['pergilah', 0.8591470690256049]
['pergunakanlah', 0.8171459841351807]
['perhiasan', 0.8591470690256049]
['perhitungan', 0.8591470690256049]
['perihal', 0.7989112377352916]
['periksa', 0.8409123226257158]
['perintah', 0.8591470690256049]
['perintahkan', 0.6792457846345314]
['perintahkannya', 0.8409123226257158]
['peristiwa', 0.8591470690256049]
['periuk', 0.8591470690256049]
['perjalanan', 0.6362505882672241]
['perjalanannya', 0.8409123226257158]
['perkampungan', 0.864727163859752]
['perkara', 0.5443036958112404]
['perkara-perkara', 0.8258896859554127]
['perkataan', 0.7989112377352916]
['perkataannya', 0.8591470690256049]
['perlindungan', 0.8194895611110975]
['perlindungan-nya', 0.864727163859752]
['permasalahan', 0.8591470690256049]
['permintaan', 0.8591470690256049]
['permulaan', 0.8591470690256049]
['persaksian', 0.7460925260681978]
['persekutukan', 0.8409123226257158]
['perselisihan', 0.8409123226257158]
['persoalanmu', 0.8591470690256049]
['persyaratanku', 0.8591470690256049]
['perubahan', 0.8591470690256049]
['perutnya', 0.8591470690256049]
['petang', 0.8591470690256049]
['petunjuk', 0.8409123226257158]
['pikuk', 0.8409123226257158]
['pimpin', 0.8591470690256049]
['pindah', 0.8893886167429145]
['pinggir', 0.864727163859752]
['pintu', 0.8409123226257158]
['pohon', 0.7960255267107935]
['polos', 0.8591470690256049]
['posisi', 0.7114232678629617]
['puasa', 0.8171459841351807]
['puji', 0.8591470690256049]
['pujian', 0.6823978450931586]
['pulang', 0.8171459841351807]
['puluh', 0.77934990913839]
['pundak', 0.8591470690256049]
['pundaknya', 0.8194895611110975]
['punggungku', 0.7433595450904924]
['purnama', 0.7989112377352916]
['puteri-puteri', 0.8591470690256049]
['putra', 0.8171459841351807]
['putus', 0.8409123226257158]
['qasim', 0.8591470690256049]
['qodar', 0.8171459841351807]
['quran', 0.7795916869078032]
['rabb-ku', 0.8591470690256049]
['rabb-mu', 0.8591470690256049]
['rabbmu', 0.7264459045332649]
['rabbnya', 0.6549235055209296]
['radhiyallahuanhu', 0.864727163859752]
['radhiyallahuanhuma', 0.864727163859752]
['ragu', 0.8171459841351807]
['raja', 0.8044669244407944]
['rakyat', 0.8409123226257158]
['ramadan', 0.8409123226257158]
['ramadlan', 0.8409123226257158]
['ramawi', 0.8591470690256049]
['rambut', 0.6803594432770461]
['rambutnya', 0.864727163859752]
['rampasan', 0.7460925260681978]
['rapatkanlah', 0.8591470690256049]
['rasakan', 0.8591470690256049]
['rasul', 0.8591470690256049]
['rasul-mu', 0.864727163859752]
['rasul-nya', 0.6508362126267758]
['rasulullah', 0.17710462853441067]
['ratus', 0.8591470690256049]
['raya', 0.6823978450931586]
['redaksi', 0.8591470690256049]
['remaja', 0.7446806509331539]
['rerumputan', 0.8591470690256049]
['ribut', 0.8409123226257158]
['rida', 0.8591470690256049]
['ridla', 0.8591470690256049]
['ringan', 0.8171459841351807]
['risau', 0.8409123226257158]
['riwayat', 0.8591470690256049]
['riwayatkan', 0.8409123226257158]
['rizkikan', 0.8591470690256049]
['rombongan', 0.8591470690256049]
['ruh-ruh', 0.8591470690256049]
['rukuk', 0.5364490734854672]
['rukuklah', 0.5836486115951454]
['rumah', 0.6504173240179869]
['rumah-rumah', 0.8409123226257158]
['rumahku', 0.8171459841351807]
['rumahnya', 0.77934990913839]
['rusak', 0.864727163859752]
['rusaklah', 0.864727163859752]
['rutin', 0.8409123226257158]
['sabda', 0.8591470690256049]
['sabdanya', 0.8591470690256049]
['safar', 0.8591470690256049]
['sahabat', 0.6491872764037726]
['sahabatnya', 0.7989112377352916]
['sahaya', 0.8591470690256049]
['sakit', 0.8591470690256049]
['sakitnya', 0.8591470690256049]
['saksikanlah', 0.8409123226257158]
['saku', 0.8591470690256049]
['samar', 0.864727163859752]
['samping', 0.8409123226257158]
['sandal', 0.8194895611110975]
['sandarkan', 0.864727163859752]
['sanggup', 0.8591470690256049]
['sanggupi', 0.8409123226257158]
['sapi', 0.8591470690256049]
['satu-satunya', 0.8409123226257158]
['saudara', 0.8171459841351807]
['saudara-saudara', 0.8655737755088784]
['saudaraku', 0.8409123226257158]
['saudaramu', 0.8591470690256049]
['saudaranya', 0.8655737755088784]
['sayuran', 0.8591470690256049]
['seakan', 0.7446806509331539]
['seandainya', 0.77934990913839]
['sebatang', 0.8194895611110975]
['sebatas', 0.8591470690256049]
['sebelah', 0.5642451077024898]
['sebelumku', 0.8591470690256049]
['sebelummu', 0.8591470690256049]
['sebulan', 0.8591470690256049]
['sedekah', 0.8171459841351807]
['sedikitpun', 0.77934990913839]
['seekor', 0.8171459841351807]
['seember', 0.8591470690256049]
['segeralah', 0.8171459841351807]
['segumpal', 0.864727163859752]
['sehari', 0.8591470690256049]
['seimbanglah', 0.7838886010649885]
['sekedar', 0.8409123226257158]
['sekelompok', 0.8591470690256049]
['selagi', 0.8409123226257158]
['selainmu', 0.8591470690256049]
['selainnya', 0.864727163859752]
['selamat', 0.7645690502375]
['selembar', 0.8282817656748305]
['selendang', 0.8591470690256049]
['selesai', 0.5565855729951124]
['semalam', 0.8591470690256049]
['sembah', 0.8409123226257158]
['sembailan', 0.8591470690256049]
['sembelih', 0.77934990913839]
['sembelihan', 0.7989112377352916]
['sembelihlah', 0.77934990913839]
['sembilan', 0.8194895611110975]
['sembuh', 0.8591470690256049]
['semenjak', 0.8591470690256049]
['semoga', 0.5475482825642998]
['sempit', 0.8591470690256049]
['sempurnakan', 0.8591470690256049]
['sempurnakanlah', 0.6984865797264133]
['sempurnanya', 0.8409123226257158]
['senang', 0.8044669244407944]
['senantiasa', 0.8409123226257158]
['sengaja', 0.8505511388385751]
['seni', 0.8591470690256049]
['seorangpun', 0.77934990913839]
['sepasang', 0.864727163859752]
['sepatu', 0.8194895611110975]
['sepatunya', 0.864727163859752]
['seperlima', 0.7838886010649885]
['sepotong', 0.8171459841351807]
['sepuluh', 0.7795916869078032]
['serahkan', 0.864727163859752]
['seraya', 0.6641630986932695]
['serempangkan', 0.8591470690256049]
['serigala', 0.8591470690256049]
['seruan', 0.7264459045332649]
['sesuai', 0.7433595450904924]
['sesuatupun', 0.8409123226257158]
['sesungguhnya', 0.06179626918387293]
['setan', 0.8591470690256049]
['setandan', 0.8591470690256049]
['setelahmu', 0.8591470690256049]
['setengahnya', 0.8171459841351807]
['setimba', 0.8591470690256049]
['shaf-shaf', 0.8591470690256049]
['shafwan', 0.8591470690256049]
['shalat', -0.039888132221236106]
['shalatku', 0.8591470690256049]
['shalatlah', 0.29621977045368897]
['shalatmu', 0.77934990913839]
['shalatnya', 0.6942684213048347]
['shalawat-nya', 0.8591470690256049]
['shalluu', 0.8591470690256049]
['shubuh', 0.6794410720347445]
['sidratul', 0.8591470690256049]
['sifat', 0.8655737755088784]
['sikap', 0.8591470690256049]
['siksa', 0.8591470690256049]
['siksa-mu', 0.864727163859752]
['sikunya', 0.8409123226257158]
['siramlah', 0.8591470690256049]
['sisa', 0.7264459045332649]
['sisi', 0.7446806509331539]
['sisi-ku', 0.8591470690256049]
['sodorkanlah', 0.8591470690256049]
['statusnya', 0.8591470690256049]
['suami', 0.7795916869078032]
['suara', 0.7989112377352916]
['suara-suara', 0.8409123226257158]
['subuh', 0.8591470690256049]
['suci', 0.7446806509331539]
['sucinya', 0.8591470690256049]
['suhail', 0.864727163859752]
['sujud', 0.34531976061381786]
['sujudlah', 0.6090512325547007]
['sujudpun', 0.8591470690256049]
['suka', 0.8591470690256049]
['sukai', 0.8194895611110975]
['sulaiman', 0.8591470690256049]
['sungguh', 0.531251256298492]
['sunnah', 0.7433595450904924]
['surah', 0.864727163859752]
['surat', 0.8409123226257158]
['surban', 0.864727163859752]
['surga', 0.77934990913839]
['susunya', 0.8591470690256049]
['syafaat', 0.8591470690256049]
['syubah', 0.7154002202836407]
['syubhat', 0.864727163859752]
['taatlah', 0.8171459841351807]
['tabir', 0.8591470690256049]
['tahmid', 0.8591470690256049]
['tahukah', 0.8409123226257158]
['takbir', 0.6823978450931586]
['takbirlah', 0.8171459841351807]
['takbirnya', 0.8591470690256049]
['takut', 0.8194895611110975]
['tali', 0.8591470690256049]
['tanah', 0.8171459841351807]
['tanahnya', 0.8591470690256049]
['tanda-tanda', 0.5777203104042934]
['tanganku', 0.8591470690256049]
['tangannya', 0.6000830441791866]
['tanggungan', 0.8258896859554127]
['tanggungannya', 0.8655737755088784]
['tanyalah', 0.8591470690256049]
['tarik', 0.8591470690256049]
['tarikan', 0.8591470690256049]
['tasbih', 0.8591470690256049]
['tasyriq', 0.8591470690256049]
['tatkala', 0.8591470690256049]
['tawanan', 0.864727163859752]
['tebusan', 0.864727163859752]
['tegak', 0.8171459841351807]
['telanjang', 0.8591470690256049]
['telapak', 0.7544550678287489]
['teman-temanku', 0.8409123226257158]
['temannya', 0.8171459841351807]
['tempaku', 0.8591470690256049]
['tempatnya', 0.8409123226257158]
['tenang', 0.6000830441791866]
['tengah-tengah', 0.8591470690256049]
['tepi', 0.7460925260681978]
['terabaikan', 0.8591470690256049]
['terangkan', 0.8591470690256049]
['terbaik', 0.8171459841351807]
['terbenam', 0.7402467711238981]
['terbenamnya', 0.7654120768956862]
['terbit', 0.693865114935961]
['terbuat', 0.8591470690256049]
['terbuka', 0.8591470690256049]
['terdiam', 0.8591470690256049]
['tergesa-gesa', 0.6871009887493598]
['terhadapku', 0.8194895611110975]
['terhalang', 0.864727163859752]
['terhempas', 0.8591470690256049]
['terhenti', 0.8409123226257158]
['terimalah', 0.8591470690256049]
['terjatuh', 0.8591470690256049]
['terjatuhlah', 0.8591470690256049]
['terkadang', 0.8409123226257158]
['terkunci', 0.8409123226257158]
['terlahir', 0.8409123226257158]
['terlewatkan', 0.7989112377352916]
['terlimpahkan', 0.864727163859752]
['terluka', 0.8591470690256049]
['terlupa', 0.8591470690256049]
['ternaknya', 0.864727163859752]
['terpaksa', 0.8591470690256049]
['tertawa', 0.8171459841351807]
['tertinggal', 0.7838886010649885]
['tertutup', 0.864727163859752]
['teruskanlah', 0.8591470690256049]
['tetangga-tetangganya', 0.8591470690256049]
['tetanggaku', 0.8171459841351807]
['tetapkan', 0.8171459841351807]
['tetaplah', 0.8591470690256049]
['thawaf', 0.7446806509331539]
['thawaflah', 0.8591470690256049]
['thumaninah', 0.8591470690256049]
['tibalah', 0.864727163859752]
['tidur', 0.8171459841351807]
['tidurlah', 0.8838085219087675]
['tidurnya', 0.8591470690256049]
['tikar', 0.8591470690256049]
['tikus', 0.8632301985329616]
['timurnya', 0.8053113625796068]
['tinggal', 0.7125031677047238]
['tinggalkan', 0.8409123226257158]
['tinggalkanlah', 0.7040146293065873]
['tinggallah', 0.8591470690256049]
['tingkatan', 0.8171459841351807]
['tua', 0.6540664460583244]
['tuan', 0.77934990913839]
['tuannya', 0.8591470690256049]
['tubuh', 0.864727163859752]
['tuhan', 0.7645690502375]
['tujuan', 0.864727163859752]
['tulang', 0.7851473736133059]
['tumbuhan', 0.8591470690256049]
['tundalah', 0.7804347135659895]
['turunlah', 0.864727163859752]
['tutupnya', 0.8591470690256049]
['ucapan', 0.7264459045332649]
['ucapannya', 0.8171459841351807]
['ucapkanlah', 0.6090512325547007]
['udara', 0.77934990913839]
['ujung', 0.7989112377352916]
['ulang-ulang', 0.864727163859752]
['ulangi', 0.8171459841351807]
['ulangilah', 0.8591470690256049]
['umatku', 0.8171459841351807]
['umatmu', 0.8591470690256049]
['ummat', 0.7611151627385009]
['ummatku', 0.8171459841351807]
['umrah', 0.7989112377352916]
['umrahku', 0.8409123226257158]
['umumkan', 0.8591470690256049]
['unta', 0.77934990913839]
['unta-untanya', 0.8591470690256049]
['untukku', 0.8591470690256049]
['untuknya', 0.8171459841351807]
['upah', 0.8591470690256049]
['uqbah', 0.7722106854767574]
['urainah', 0.8591470690256049]
['urusan', 0.6942684213048347]
['urusanku', 0.864727163859752]
['urusanmu', 0.8591470690256049]
['urusannya', 0.8655737755088784]
['usia', 0.8171459841351807]
['uskup', 0.8409123226257158]
['utuh', 0.8409123226257158]
['utus', 0.864727163859752]
['utusan', 0.6078723748515837]
['utusan-nya', 0.864727163859752]
['wafat', 0.8171459841351807]
['wajah-wajah', 0.8591470690256049]
['wajahku', 0.864727163859752]
['wajib', 0.864727163859752]
['walid', 0.8591470690256049]
['wangi', 0.7851473736133059]
['wanita', 0.3890293718296036]
['wanita-wanita', 0.7446806509331539]
['warna-warni', 0.8591470690256049]
['wc', 0.7923746744430584]
['wewangian', 0.7433595450904924]
['witir', 0.7290124796617337]
['wudlu', 0.7624362685811625]
['wudlunya', 0.7986694599658786]
['yahudi', 0.7989112377352916]
['yaman', 0.864727163859752]
['yatim', 0.8591470690256049]
['zakat', 0.7114232678629617]
['zaman', 0.8591470690256049]
['zamzam', 0.8591470690256049]
['zumar', 0.8591470690256049]
